Kab/kota,Provinsi,Kategori,Divaksin 1
Kab. Way Kanan,Lampung,LANSIA,2
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,65
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,2
Kab. Way Kanan,Lampung,SDM KESEHATAN,0
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,LANSIA,1
Kab. Way Kanan,Lampung,PEDAGANG PASAR,43
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,KEAMANAN,52
Kab. Way Kanan,Lampung,PENDIDIK,1
Kab. Way Kanan,Lampung,PENDIDIK,2
Kab. Way Kanan,Lampung,PENDIDIK,2
Kab. Way Kanan,Lampung,PENDIDIK,16
Kab. Way Kanan,Lampung,LANSIA,4
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,14
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,50
Kab. Way Kanan,Lampung,LANSIA,13
Kab. Way Kanan,Lampung,SDM KESEHATAN,0
Kab. Way Kanan,Lampung,SDM KESEHATAN,4
Kab. Way Kanan,Lampung,SDM KESEHATAN,9
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,LANSIA,24
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,59
Kab. Way Kanan,Lampung,BUMN,1
Kab. Way Kanan,Lampung,LANSIA,2
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,0
Kab. Way Kanan,Lampung,KEAMANAN,0
Kab. Way Kanan,Lampung,KEAMANAN,0
Kab. Way Kanan,Lampung,KEAMANAN,0
Kab. Way Kanan,Lampung,PENDIDIK,70
Kab. Way Kanan,Lampung,PENDIDIK,103
Kab. Way Kanan,Lampung,PENDIDIK,12
Kab. Way Kanan,Lampung,TRANSPORTASI PUBLIK,2
Kab. Way Kanan,Lampung,LANSIA,0
Kab. Way Kanan,Lampung,LANSIA,1
Kab. Way Kanan,Lampung,LANSIA,0
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,24
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,20
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,9
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,BUMN,9
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,15
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,41
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,7
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,3
Kab. Way Kanan,Lampung,BUMN,30
Kab. Way Kanan,Lampung,BUMN,4
Kab. Way Kanan,Lampung,BUMN,13
Kab. Way Kanan,Lampung,SDM KESEHATAN,4
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,28
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,192
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,191
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,202
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,180
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,163
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,22
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,1
Kab. Way Kanan,Lampung,LANSIA,2
Kab. Way Kanan,Lampung,LANSIA,0
Kab. Way Kanan,Lampung,LANSIA,1
Kab. Way Kanan,Lampung,POLRI,2
Kab. Way Kanan,Lampung,TRANSPORTASI PUBLIK,2
Kab. Way Kanan,Lampung,TRANSPORTASI PUBLIK,1
Kab. Way Kanan,Lampung,TRANSPORTASI PUBLIK,2
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,0
Kab. Way Kanan,Lampung,PENDIDIK,9
Kab. Way Kanan,Lampung,PENDIDIK,12
Kab. Way Kanan,Lampung,PENDIDIK,3
Kab. Way Kanan,Lampung,PENDIDIK,2
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,BUMN,1
Kab. Way Kanan,Lampung,BUMN,17
Kab. Way Kanan,Lampung,BUMN,4
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,0
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,5
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,0
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,2
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,0
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,3
Kab. Way Kanan,Lampung,SDM KESEHATAN,1
Kab. Way Kanan,Lampung,TNI,1
Kab. Way Kanan,Lampung,TNI,2
Kab. Way Kanan,Lampung,TNI,0
Kab. Way Kanan,Lampung,TNI,0
Kab. Way Kanan,Lampung,TNI,4
Kab. Way Kanan,Lampung,TNI,88
Kab. Way Kanan,Lampung,POLRI,0
Kab. Way Kanan,Lampung,POLRI,0
Kab. Way Kanan,Lampung,POLRI,0
Kab. Way Kanan,Lampung,KEAMANAN,0
Kab. Way Kanan,Lampung,KEAMANAN,4
Kab. Way Kanan,Lampung,LANSIA,2
Kab. Way Kanan,Lampung,MASYARAKAT RENTAN,0
Kab. Way Kanan,Lampung,MASYARAKAT RENTAN,1
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,2
Kab. Way Kanan,Lampung,MASYARAKAT UMUM,1
Kab. Way Kanan,Lampung,MASYARAKAT RENTAN,13
Kab. Way Kanan,Lampung,POLRI,120
Kab. Way Kanan,Lampung,POLRI,0
Kab. Way Kanan,Lampung,BUMN,9
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,74
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,0
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,0
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,1
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,0
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,98
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,1
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,129
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,198
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,7
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,3
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,103
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,0
Kab. Way Kanan,Lampung,Menunggu Konfirmasi,35
Kab. Way Kanan,Lampung,PEGAWAI PEMERINTAH,47
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,3
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,3
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,46
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,42
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,47
Kab. Way Kanan,Lampung,PELAYAN PUBLIK,1
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,PENDIDIK,8
Kab. Way Kanan,Lampung,PENDIDIK,16
Kab. Way Kanan,Lampung,PENDIDIK,9
Kab. Way Kanan,Lampung,PENDIDIK,20
Kab. Way Kanan,Lampung,PENDIDIK,2
Kab. Way Kanan,Lampung,PENDIDIK,4
Kab. Way Kanan,Lampung,PENDIDIK,1
Kab. Way Kanan,Lampung,PENDIDIK,6
Kab. Way Kanan,Lampung,PENDIDIK,87
Kab. Way Kanan,Lampung,PENDIDIK,25
Kab. Way Kanan,Lampung,PENDIDIK,108
Kab. Way Kanan,Lampung,PENDIDIK,29
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,PENDIDIK,165
Kab. Way Kanan,Lampung,PENDIDIK,0
Kab. Way Kanan,Lampung,PENDIDIK,115
Kab. Way Kanan,Lampung,PENDIDIK,51
Kab. Way Kanan,Lampung,PENDIDIK,82
Kab. Way Kanan,Lampung,PENDIDIK,46
Kab. Way Kanan,Lampung,PENDIDIK,221
Kab. Way Kanan,Lampung,PENDIDIK,10
Kab. Way Kanan,Lampung,PENDIDIK,267
Kab. Way Kanan,Lampung,POLRI,0
Kab. Way Kanan,Lampung,POLRI,94
Kab. Way Kanan,Lampung,POLRI,0
Kab. Way Kanan,Lampung,POLRI,93
Kab. Way Kanan,Lampung,PENDIDIK,48
Kab. Way Kanan,Lampung,PENDIDIK,69
Kab. Way Kanan,Lampung,PENDIDIK,16
Kab. Way Kanan,Lampung,POLRI,1
Kab. Way Kanan,Lampung,POLRI,99
Kab. Way Kanan,Lampung,SDM KESEHATAN,20
Kab. Way Kanan,Lampung,SDM KESEHATAN,0
Kab. Way Kanan,Lampung,MASYARAKAT RENTAN,16
Kab. Way Kanan,Lampung,MASYARAKAT RENTAN,5
Kab. Way Kanan,Lampung,MASYARAKAT RENTAN,1
Kab. Way Kanan,Lampung,BUMN,7
Kab. Way Kanan,Lampung,KEAMANAN,0
